transcript	WormBaseGeneID	GeneName	biotype	strain	expression
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2007	2.677557311061
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2016	2.44043249643697
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2017	2.76972601898128
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2106	0.981170598326126
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2131	4.49097914308268
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2141	3.73460735479522
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2234	2.7450802903112
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2250	3.80068229502172
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2257	2.50728009642167
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2464	3.16168707099213
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2466	2.81833739380682
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2478	3.54064708998248
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2513	2.9304177048865
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2519	4.18805247141022
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2522	2.95256595746909
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2526	3.3346632615698
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2534	2.94306894723214
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2565	2.90175835239248
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2566	2.84448936375633
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2570	4.31225393795969
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2572	3.48632122978132
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2575	3.30688362799671
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2576	3.02390634305799
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2578	2.64347355309155
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2581	2.83153279985166
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2586	2.76139915590913
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2592	3.74932304500064
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2600	3.33731092346649
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2610	3.60917838625426
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2619	2.5084999159111
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2811	3.04374845212389
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2838	3.13984628802313
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2841	3.04652620461144
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2853	3.001385256875
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2862	3.06890339801488
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2866	2.65855881197232
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2879	2.46357469661826
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2906	2.7437665113975
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU2907	2.41715110825728
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU310	2.71757927600621
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU311	3.59436202804573
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU3128	2.25816075296935
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU3132	3.55722403649475
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU3134	3.11606072086823
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU3140	3.69226601365611
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU3144	3.8158356822658
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU323	3.7362006974277
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU346	2.49796500966648
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU360	3.21565147855157
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU367	3.81752444574641
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU394	2.50809646158128
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU397	3.8428269214502
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU406	3.61136650447184
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU440	2.80989284055828
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU642	1.28854329874232
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU774	2.99202290108957
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU775	3.36820187870069
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU778	2.54544650144577
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU782	3.66612265891905
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU792	3.78949960891478
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU830	2.00872211912933
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	JU847	3.21861327131866
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	KR314	3.52021968714824
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	LKC34	3.92293381212748
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY1	2.09474265220336
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY10	2.42356844247056
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY16	3.20902588975584
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY18	1.16810124946425
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY2147	2.98803939525203
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY2212	2.62943530196872
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY23	3.44453943486341
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY2573	3.34307753106523
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY2585	2.02776110802017
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY2713	2.818362053771
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY518	2.73204986093158
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY772	2.73766391439767
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY795	3.53271869160883
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	MY920	2.2023143348526
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	N2	3.00837152533143
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC1	3.88603145376969
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC166	2.86342011365516
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC199	4.43887653152701
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC2	2.60429654415706
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC207	2.78525421749792
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC231	3.16246502769653
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC236	3.04282940756392
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC242	3.20452549742683
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC251	0.802735397768181
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC252	3.12713169496976
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC255	2.61121585937614
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC256	3.04701839207121
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC258	4.27394919648323
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC259	3.05022747398727
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC260	4.40137876263829
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC261	3.58533697715041
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC265	0.579603255221677
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC266	2.95216129858961
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC267	3.03522681795006
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC268	4.38120924980243
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC271	3.37171708506304
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC274	4.11897572173774
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC275	3.96978756033334
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC276	2.27918793459228
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC277	2.09073196645287
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC3	2.31447574496164
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC501	3.35313733497917
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC511	2.53729011308914
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC513	4.05396606954117
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC514	3.01561530701713
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC515	1.9877003733992
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC523	3.75817650119598
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC526	0.989211296178948
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC527	3.98100705771069
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC528	0.699195806642001
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	NIC529	3.31239591414124
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	PB306	0.270833814537662
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	PS2025	1.69059134319199
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	PX179	2.9747642024041
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QG2075	3.70146581065416
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QG556	2.77951454819136
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QW947	2.20452067127599
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QX1212	2.69119125392093
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QX1233	3.00714566770189
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QX1791	3.05402784822039
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QX1792	3.33893068414582
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QX1793	3.12742007811178
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	QX1794	3.81990745117297
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	RC301	2.6103944153362
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	WN2050	3.46962100457736
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	XZ1513	3.28232340363567
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	XZ1515	3.86469670020023
F56D6.17	WBGene00219307	F56D6.17	pseudogenic_transcript	XZ1516	0.834456711689315
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	AB1	2.30930862208806
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	BRC20067	2.24035883169378
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	BRC20263	2.63306195991272
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CB4852	2.52192572433267
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CB4855	2.52788554472694
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CB4856	2.74276105739253
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CB4857	3.5512168330756
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CB4858	2.95592831564876
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11254	3.44242414825596
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11262	1.99767587092861
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11264	3.38561043224235
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11271	3.01326756559196
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11276	3.30667036299939
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11285	3.50900618537461
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11292	3.06158272751947
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11307	3.55569178232988
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11314	2.50064233898726
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	CX11315	3.281440698016
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	DL200	3.54999892126821
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	DL226	3.13563617695792
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	DL238	2.20993990086708
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA189	2.85258583034887
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA348	2.12166164064461
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA349	2.99334392603081
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA372	2.63275475616713
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA592	2.33027585697303
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA594	2.00154050352555
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA703	3.78974584600538
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA705	2.9950390974102
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA710	3.49586006251975
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA738	2.36376567439057
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA743	2.86303126340629
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA777	4.45809172669471
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA812	1.72957805738181
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ECA923	1.92857877192851
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3005	3.10517435531107
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3012	3.06307734761531
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3017	2.83555734675981
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3040	2.96031201968721
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3048	2.42362350294156
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3049	3.04163977670537
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3052	3.96190311418336
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3073	3.11165040009723
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	ED3077	2.8075946221634
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	EG4347	2.90055381581004
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	EG4724	2.97464729262006
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	EG4946	3.07488828789607
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	GXW1	3.05090500221304
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JT11398	2.84727350090965
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1088	3.0274335595915
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1172	2.79346551144958
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1200	2.76855337000258
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1212	2.39182516828015
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1213	3.46526771054808
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1242	4.06771536097616
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1246	2.78464025830139
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1395	2.30909209229542
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1409	3.36463537247066
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1440	2.52029824431151
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1491	3.79035633050608
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1530	4.1508637861218
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1543	2.37900660468561
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1568	3.40569912201312
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1581	2.87219539718299
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1586	3.00681770004455
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1652	3.63981041982232
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1666	3.51537504400383
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1792	4.20462509792806
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1793	3.36203796435345
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1808	3.89651205523755
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1896	1.34617249343333
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU1934	2.72657615223102
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2001	2.49764151461614
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2007	2.51238513223766
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2016	2.91692508563183
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2017	2.89875681966068
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2106	1.52033767672184
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2131	3.98438422946477
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2141	4.00291018131154
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2234	3.06435574382944
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2250	3.46811976435733
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2257	2.66689496953434
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2464	3.19356086305404
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2466	3.03651737842772
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2478	3.50582104677788
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2513	2.91749699702104
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2519	3.75016196437852
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2522	3.16870462526178
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2526	3.0922240768095
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2534	3.12252421967719
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2565	2.96178357989402
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2566	3.31595648511342
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2570	4.32224845143116
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2572	3.79180524537739
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2575	3.64691918921937
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2576	3.2244647222517
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2578	3.22339836316781
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2581	3.38502444207438
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2586	2.68851751802327
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2592	3.74516516266461
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2600	3.41501090842929
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2610	3.70804438747908
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2619	2.56003101224787
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2811	2.81604261471534
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2838	3.35394725569312
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2841	3.11078823916324
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2853	3.40291270751278
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2862	3.40665273094604
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2866	3.2870569165007
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2879	3.30314135668051
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2906	2.97242058358479
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU2907	2.58102371653409
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU310	2.27387698257683
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU311	3.75609318089034
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU3128	2.76325273685903
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU3132	4.06001132685428
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU3134	3.32359850572016
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU3140	4.09724825896103
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU3144	4.21001424358532
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU323	4.08381179334685
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU346	3.10535710249381
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU360	3.30068633860394
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU367	2.96366482694721
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU394	2.40413246309724
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU397	3.68912592999019
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU406	3.55063295618384
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU440	2.83742376858157
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU642	1.54442163574249
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU774	3.09279965607924
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU775	2.88025177084503
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU778	3.11937994644206
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU792	3.62172682015058
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU830	1.82240022416274
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	JU847	3.20295029581184
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	KR314	3.44377306647253
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	LKC34	3.19072376454771
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY1	2.33671057904765
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY16	2.84722765856557
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY18	1.70795857456398
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY2147	2.89775590021638
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY2212	3.08263456476486
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY23	3.01430759282038
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY2573	3.56857479448008
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY2585	2.29110114581828
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY2713	2.33655324114644
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY518	2.58229229665643
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY772	2.9669074552147
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY795	3.54870667872316
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	MY920	2.39330262811371
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	N2	2.76952948056932
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC1	3.86998813166426
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC166	3.0795243711606
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC199	4.24756201759241
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC2	2.53389031103275
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC207	2.80317965552357
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC231	3.04041044945139
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC236	3.55174576514787
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC242	3.09200651398478
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC252	3.03549796045291
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC255	3.08424481048385
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC256	2.9753013282113
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC258	3.92745167249493
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC259	3.19466443516425
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC260	3.90118124529857
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC261	3.46166975699139
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC265	0.835718407230396
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC266	2.51057419269145
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC267	3.31708858729011
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC268	4.49055680001099
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC271	3.08029482364384
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC274	3.71703193428594
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC275	3.62987393696952
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC276	2.65340937867822
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC277	2.61616427532475
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC3	2.89960297852623
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC501	3.45791803720644
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC511	2.75921544985687
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC513	3.7205613789403
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC514	3.06043798826927
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC515	1.84470098454848
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC523	4.01847895741387
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC526	1.26137679919948
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC527	3.38117474032021
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC528	1.1994563551655
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	NIC529	3.10424240559327
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	PB306	2.02642966693221
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	PS2025	2.30319822306495
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	PX179	2.62022196630852
K02E2.6.1	WBGene00010507	K02E2.6	mRNA	QG2075	3.34328899529142
